,name,PA,PM,(dommages Neutre),Portée,Force,Sagesse,Intelligence,Puissance,Échangeable :,-special spell-,Attitude,Vitalité,% Critique,Dommages Feu,Dommages Air,Dommages Terre,Dommages Eau,Dommages Neutre,% Résistance Terre,% Résistance Eau,% Résistance Feu,% Résistance Neutre,% Résistance Air,Dommages,Prospection,Résistances Eau,Résistances Air,Résistances Feu,Chance,Agilité,Résistances Terre,Résistances Neutre,Initiative,(dommages Air),(vol Neutre),(dommages Terre),Dommages Poussée,Invocation,(dommages Feu),(vol Eau),Soins,Arme de chasse,(dommages Eau),Fuite,Invocations,Tacle,Retrait PM,Dommages Pièges,Puissance (pièges),(vol Air),Renvoie dommages,Résistances Critiques,(vol Feu),(soins Feu),(vol Terre),Dommages Critiques,Pods,Esquive PM,Esquive PA,Résistances Poussée,Retrait PA,Dommage Terre,Dommage Feu,Dommage Air,Réduit le coût en PA du sort de,Augmente la portée maximale du sort de,Augmente le nombre de lancers maximal par tour du sort de,Rend la portée du sort modifiable,Augmente les Critiques du sort de%,Désactive le lancer en ligne du sort,Désactive la ligne de vue du sort,Réduit l'intervalle de relance du sort de,Augmente le nombre de lancers maximal par cible du sort de,Augmente les Dommages fixes du sort de,Titre :,Quelqu'un vous suit !,Lié au personnage,% Dommages mêlée,% Résistance mêlée,% Résistance distance,% Dommages distance,% Dommages d'armes,% Dommages aux sorts,Craft coopératif impossible.,Utilisations restantes : /,% Résistance aux armes,(dommages Meilleur élément),Ajouter un sort temporaire,ankama_id,type,level,image_urls
42,Fourbacoiffe,,,,,,20.0,35.0,,,,,120.0,3.0,5.0,5.0,,,,2.0,2.0,,,,,,,,,,35.0,,,300.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764.0,"{'name': 'Chapeau', 'id': 27}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16068.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16068-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16068-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16068-800.png'}"
43,Lame du Chef Bwork,,,,,50.0,,,15.0,,,,100.0,,,,,,,,5.0,,,,5.0,10.0,,,,,50.0,,,,,,57.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.0,"{'name': 'Épée', 'id': 80}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/6048.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/6048-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/6048-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/6048-800.png'}"
44,Amulette du Chef Bwork,1.0,,,,20.0,10.0,,,,,,50.0,3.0,,,,,,3.0,3.0,,,3.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6804.0,"{'name': 'Amulette', 'id': 33}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1066.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1066-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1066-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1066-800.png'}"
45,Bracelet du Chef Bwork,,,,,35.0,,,5.0,,,,60.0,,,,,,,3.0,3.0,,,3.0,,5.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6805.0,"{'name': 'Anneau', 'id': 17}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9058.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9058-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9058-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9058-800.png'}"
46,Bottes du Chef Bwork,,1.0,,,,20.0,35.0,,,,,60.0,,,,,,,2.0,2.0,,,2.0,,5.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807.0,"{'name': 'Bottes', 'id': 45}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/11044.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/11044-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/11044-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/11044-800.png'}"
47,Cape du Chef Bwork,,,,,,,,,,,,50.0,,,,,,,,5.0,5.0,,5.0,4.0,5.0,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6811.0,"{'name': 'Cape', 'id': 43}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17060.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17060-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17060-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17060-800.png'}"
48,Slip du Chef Bwork,,,,,35.0,25.0,,,,,,45.0,4.0,,,,,,,5.0,-4.0,,5.0,4.0,5.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6812.0,"{'name': 'Ceinture', 'id': 58}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10059.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10059-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10059-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10059-800.png'}"
49,Casque du Chef Bwork,,,,1.0,40.0,10.0,,,,,,40.0,,,,,,,,3.0,3.0,,3.0,2.0,,,,,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6813.0,"{'name': 'Chapeau', 'id': 27}",100.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16065.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16065-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16065-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16065-800.png'}"
50,Dofus Vulbis,,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23004.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23004-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23004-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23004-800.png'}"
51,Dagues Lassay,,1.0,13.0,,50.0,,,,,,,250.0,,,,,,,,,,,,10.0,,,,,,50.0,,,300.0,13.0,,,,,,,,,,,,,,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6981.0,"{'name': 'Dague', 'id': 93}",150.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5044.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5044-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5044-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5044-800.png'}"
52,Dagues Réceuses,,,22.0,1.0,,40.0,,25.0,,,,250.0,,,,,,,,,,10.0,,,,,,,,50.0,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6983.0,"{'name': 'Dague', 'id': 93}",143.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5047.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5047-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5047-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5047-800.png'}"
53,Dagues de l'Apprenti Tueur de Bouftons,,,15.0,,,40.0,,,,,,100.0,3.0,,,,,,,,,,,,10.0,,,,,50.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984.0,"{'name': 'Dague', 'id': 93}",113.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/5046.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/5046-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/5046-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/5046-800.png'}"
54,Sulik,,,,,,50.0,,,,,,400.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6988.0,"{'name': 'Chapeau', 'id': 27}",167.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16092.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16092-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16092-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16092-800.png'}"
55,Krokop,,,,,,,50.0,,,,,200.0,,,,,,,,10.0,,,10.0,,20.0,10.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6989.0,"{'name': 'Chapeau', 'id': 27}",117.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16086.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16086-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16086-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16086-800.png'}"
56,Phalène,,,,,,30.0,50.0,,,,,150.0,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990.0,"{'name': 'Chapeau', 'id': 27}",113.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16087.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16087-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16087-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16087-800.png'}"
57,Cape Houte,,,,,,25.0,40.0,,,,,100.0,,,,,,,,,,,,,15.0,,10.0,10.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6995.0,"{'name': 'Cape', 'id': 43}",105.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17081.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17081-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17081-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17081-800.png'}"
58,Alliance d'Elya Wood,,,,,,,35.0,,,,,100.0,,,,,,,10.0,,10.0,,,,15.0,,,12.0,,,12.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,"{'name': 'Anneau', 'id': 17}",119.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/9084.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/9084-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/9084-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/9084-800.png'}"
59,Talisman d'Elya Wood,1.0,,,,,40.0,30.0,,,,,150.0,,,,,,,,7.0,,,7.0,,,,,13.0,,,13.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003.0,"{'name': 'Amulette', 'id': 33}",135.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1086.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1086-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1086-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1086-800.png'}"
60,Bâton de Sangroku,,,16.0,,,30.0,,,,,,200.0,5.0,,,,,,,,,,10.0,,,,8.0,,,45.0,,,200.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7022.0,"{'name': 'Bâton', 'id': 125}",120.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/4047.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/4047-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/4047-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/4047-800.png'}"
61,Dofus des Glaces,,,,,,,,,0.0,,,,,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23005.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23005-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23005-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23005-800.png'}"
62,Krépite,,,,,,40.0,,,,,,300.0,,,,,,,,,8.0,,8.0,,30.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7056.0,"{'name': 'Chapeau', 'id': 27}",149.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16095.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16095-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16095-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16095-800.png'}"
63,La Xyothine,,,13.0,,,40.0,50.0,,,,,150.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,7.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7103.0,"{'name': 'Baguette', 'id': 65}",145.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/3053.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/3053-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/3053-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/3053-800.png'}"
64,Dofus Tacheté,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7112.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23008.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23008-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23008-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23008-800.png'}"
65,Dofus Ébène,,,,,,,,,0.0,0.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7114.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23007.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23007-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23007-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23007-800.png'}"
66,Dofus Ivoire,,,,,,,,,0.0,0.0,181.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7115.0,"{'name': 'Dofus', 'id': 177}",180.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/23011.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/23011-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/23011-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/23011-800.png'}"
67,Médaille Kido,1.0,,,,,40.0,40.0,,,,,150.0,,,,,,,,,10.0,,10.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7136.0,"{'name': 'Amulette', 'id': 33}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/1089.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/1089-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/1089-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/1089-800.png'}"
68,Ortiz,,,,,,35.0,50.0,,,,,200.0,,,,,,,,,10.0,,10.0,7.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7138.0,"{'name': 'Cape', 'id': 43}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/17091.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/17091-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/17091-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/17091-800.png'}"
69,Ceinture Sula,,,,,,,,,,,,200.0,,,,,,,7.0,,,7.0,,,20.0,,,,50.0,50.0,,12.0,,,,,,,,,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7139.0,"{'name': 'Ceinture', 'id': 58}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10082.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10082-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10082-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10082-800.png'}"
70,Xénature,,,,,,,50.0,,,,,200.0,,,,,,,,,5.0,5.0,5.0,,20.0,,,,,50.0,,,300.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7140.0,"{'name': 'Ceinture', 'id': 58}",125.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/10083.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/10083-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/10083-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/10083-800.png'}"
71,Holoune,,,,,,,50.0,,,,,250.0,5.0,,,,,,10.0,,10.0,,,,,,,,50.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7141.0,"{'name': 'Chapeau', 'id': 27}",122.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16111.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16111-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16111-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16111-800.png'}"
72,Piruk,,,,,,40.0,50.0,,,,,300.0,,,,,,,10.0,10.0,,,,,10.0,,10.0,10.0,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7142.0,"{'name': 'Chapeau', 'id': 27}",145.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16112.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16112-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16112-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16112-800.png'}"
73,Solomonk,,,,,50.0,,,25.0,,,,250.0,7.0,,,,,,,,,,,10.0,,,,,,50.0,,,300.0,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7143.0,"{'name': 'Chapeau', 'id': 27}",118.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16123.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16123-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16123-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16123-800.png'}"
74,Blémiche,,,,,,35.0,,,,,,150.0,,,,,,,,10.0,,,10.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144.0,"{'name': 'Chapeau', 'id': 27}",108.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16116.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16116-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16116-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16116-800.png'}"
75,Coiffe du Gaddie,,,,,,,,,,,,250.0,,,,,,,,10.0,,10.0,,,,10.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145.0,"{'name': 'Chapeau', 'id': 27}",106.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16115.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16115-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16115-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16115-800.png'}"
76,La Bekille,,,,,,,50.0,,,,,200.0,6.0,,,,,,8.0,8.0,,,,8.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7150.0,"{'name': 'Chapeau', 'id': 27}",111.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16109.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16109-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16109-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16109-800.png'}"
77,Koloss,,,,,50.0,,,,,,,200.0,,,,,,,8.0,,,,8.0,,20.0,,,,,50.0,,,,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7151.0,"{'name': 'Chapeau', 'id': 27}",116.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16108.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16108-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16108-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16108-800.png'}"
78,Kanistère,,,,,,,,,,,,250.0,7.0,,,,,,,,,,,10.0,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7152.0,"{'name': 'Chapeau', 'id': 27}",115.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/16110.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/16110-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/16110-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/16110-800.png'}"
79,Marteau Hubohu,,,30.0,,,40.0,50.0,,,,,200.0,,,,,,,,,,,,,15.0,,,,50.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7153.0,"{'name': 'Marteau', 'id': 42}",126.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7051.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7051-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7051-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7051-800.png'}"
80,Marteau M'Pouce,0.0,,17.0,,,40.0,50.0,,,,,150.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7154.0,"{'name': 'Marteau', 'id': 42}",107.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7046.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7046-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7046-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7046-800.png'}"
81,Marteau Nairedeubrest,-1.0,,15.0,,,40.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7155.0,"{'name': 'Marteau', 'id': 42}",113.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7048.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7048-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7048-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7048-800.png'}"
82,Marteau Ronto,,,20.0,,,40.0,40.0,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7156.0,"{'name': 'Marteau', 'id': 42}",104.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7050.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7050-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7050-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7050-800.png'}"
83,Marteau Ksain,,,22.0,,,35.0,,,,,,250.0,,,,,,,,,5.0,5.0,,,,,,7.0,,,,7.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157.0,"{'name': 'Marteau', 'id': 42}",124.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7049.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7049-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7049-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7049-800.png'}"
84,Marteau Lahre,,,20.0,,,40.0,,,,,,300.0,6.0,,,,,,,,,,,6.0,,,,,,50.0,,,,20.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158.0,"{'name': 'Marteau', 'id': 42}",141.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7047.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7047-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7047-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7047-800.png'}"
85,Marteau Pinière,,,21.0,1.0,,25.0,,,,,,250.0,,,,,,,,,,7.0,,,,,,,50.0,50.0,,7.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7159.0,"{'name': 'Marteau', 'id': 42}",135.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/7052.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/7052-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/7052-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/7052-800.png'}"
86,Arc Hanne,0.0,,25.0,,,35.0,50.0,,,,,150.0,,,,,,,,5.0,,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7160.0,"{'name': 'Arc', 'id': 39}",120.0,"{'icon': 'https://api.dofusdu.de/dofus2/img/item/2044.png', 'sd': 'https://api.dofusdu.de/dofus2/img/item/2044-200.png', 'hq': 'https://api.dofusdu.de/dofus2/img/item/2044-400.png', 'hd': 'https://api.dofusdu.de/dofus2/img/item/2044-800.png'}"
